PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Age_group,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_number,Cabin_side,Surname,Family_size
2402_01,Earth,True,TRAPPIST-1e,13.0,False,0.0,0.0,,0.0,0.0,False,Age_13-17,0.0,1,2402,1,1,G,389.0,P,Valezaley,11.0
2403_01,Earth,False,,25.0,False,7.0,0.0,0.0,877.0,0.0,False,Age_18-25,884.0,0,2403,1,1,G,388.0,S,Frederry,4.0
2404_01,Europa,False,TRAPPIST-1e,29.0,False,0.0,544.0,7.0,2650.0,1561.0,False,Age_26-30,4762.0,0,2404,4,0,C,86.0,S,Disheract,7.0
2404_02,Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_13-17,0.0,1,2404,4,0,C,86.0,S,Disheract,7.0
2404_03,Europa,False,55 Cancri e,36.0,False,828.0,5553.0,130.0,47.0,1171.0,True,Age_31-50,7729.0,0,2404,4,0,C,86.0,S,Oilpuring,2.0
2404_04,,True,TRAPPIST-1e,44.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2404,4,0,C,86.0,S,Disheract,7.0
2406_01,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2406,1,1,F,465.0,S,Pie,3.0
2409_01,Earth,False,55 Cancri e,22.0,False,292.0,395.0,0.0,0.0,3.0,False,Age_18-25,690.0,0,2409,2,0,F,492.0,P,Pottonalden,6.0
2409_02,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2409,2,0,G,390.0,P,Pottonalden,6.0
2410_01,Earth,True,TRAPPIST-1e,43.0,False,0.0,0.0,,0.0,0.0,True,Age_31-50,0.0,1,2410,1,1,G,391.0,P,Beckeetter,12.0
2411_01,Earth,False,TRAPPIST-1e,29.0,False,19.0,2115.0,17.0,,0.0,True,Age_26-30,2151.0,0,2411,1,1,F,493.0,P,Howenters,6.0
2412_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2412,1,1,G,392.0,P,Bertsontry,9.0
2413_01,Earth,True,PSO J318.5-22,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2413,1,1,G,390.0,S,Barnoldeney,6.0
2414_01,Europa,False,TRAPPIST-1e,42.0,False,0.0,1829.0,2.0,3133.0,2447.0,False,Age_31-50,7411.0,0,2414,1,1,T,1.0,P,Headfair,3.0
2416_01,Earth,False,TRAPPIST-1e,43.0,False,9.0,0.0,1079.0,0.0,729.0,False,Age_31-50,1817.0,0,2416,1,1,G,391.0,S,Nolds,11.0
2417_01,Earth,False,TRAPPIST-1e,32.0,False,11.0,31.0,0.0,836.0,9.0,False,Age_31-50,887.0,0,2417,1,1,G,393.0,P,Mcgowaymond,11.0
2419_01,Earth,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_13-17,0.0,1,2419,1,1,G,394.0,P,Mclainez,6.0
2421_01,Mars,False,TRAPPIST-1e,22.0,,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2421,1,1,E,145.0,P,Sepie,4.0
2423_01,Earth,True,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_18-25,0.0,1,2423,1,1,G,395.0,P,Boltond,5.0
2424_01,Earth,False,TRAPPIST-1e,34.0,False,34.0,223.0,1559.0,0.0,0.0,True,Age_31-50,1816.0,0,2424,1,1,G,393.0,S,Fishopper,7.0
2426_01,Mars,True,TRAPPIST-1e,70.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_51+,0.0,1,2426,2,0,F,466.0,S,Gine,11.0
2426_02,Mars,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2426,2,0,F,466.0,S,Gine,11.0
2427_01,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2427,1,1,B,94.0,S,Geneltic,4.0
2429_01,Earth,False,TRAPPIST-1e,17.0,False,112.0,56.0,332.0,0.0,606.0,False,Age_13-17,1106.0,0,2429,1,1,F,497.0,P,Vinozarks,9.0
2431_01,Earth,False,TRAPPIST-1e,13.0,False,0.0,2.0,0.0,566.0,208.0,False,Age_13-17,776.0,0,2431,1,1,F,498.0,P,Josesh,6.0
2432_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,79.0,,0.0,False,Age_18-25,79.0,0,2432,1,1,F,499.0,P,Anthompson,9.0
2433_01,Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,,0.0,True,Age_31-50,0.0,1,2433,1,1,C,84.0,P,Ametic,12.0
2435_01,Earth,False,TRAPPIST-1e,33.0,False,4.0,0.0,28.0,0.0,2757.0,False,Age_31-50,2789.0,0,2435,1,1,F,467.0,S,Bonder,8.0
2436_01,Earth,False,TRAPPIST-1e,21.0,False,759.0,0.0,0.0,,40.0,False,Age_18-25,799.0,0,2436,1,1,F,501.0,P,Figuez,7.0
2438_01,Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2438,1,1,F,503.0,P,Stake,2.0
2439_01,Earth,False,TRAPPIST-1e,24.0,False,227.0,537.0,13.0,0.0,0.0,True,Age_18-25,777.0,0,2439,1,1,F,504.0,P,Bardinard,11.0
2441_01,Earth,False,55 Cancri e,17.0,False,0.0,11.0,493.0,0.0,372.0,False,Age_13-17,876.0,0,2441,1,1,F,468.0,S,Bowenasey,3.0
2442_01,Mars,True,TRAPPIST-1e,34.0,,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2442,1,1,F,505.0,P,Perie,9.0
2443_01,,False,TRAPPIST-1e,31.0,False,1458.0,421.0,76.0,0.0,0.0,False,Age_31-50,1955.0,0,2443,1,1,D,72.0,P,,
2444_01,Earth,False,55 Cancri e,43.0,False,6.0,236.0,3.0,448.0,54.0,False,Age_31-50,747.0,0,2444,1,1,F,506.0,P,Pentss,9.0
2445_01,Earth,False,,43.0,False,602.0,3.0,27.0,89.0,69.0,False,Age_31-50,790.0,0,2445,1,1,E,170.0,S,Lerez,10.0
2446_01,Earth,False,TRAPPIST-1e,33.0,False,0.0,0.0,661.0,0.0,94.0,True,Age_31-50,755.0,0,2446,1,1,F,507.0,P,Hoppernardy,9.0
2449_01,Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2449,3,0,F,508.0,P,Nacke,6.0
2449_02,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_26-30,0.0,1,2449,3,0,E,146.0,P,Nacke,6.0
2449_03,Mars,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2449,3,0,F,508.0,P,Nacke,6.0
2451_01,,True,PSO J318.5-22,16.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_13-17,0.0,1,2451,1,1,G,395.0,S,Currisones,11.0
2452_01,Earth,False,55 Cancri e,42.0,False,526.0,2.0,28.0,161.0,,False,Age_31-50,717.0,0,2452,1,1,F,470.0,S,Wiggs,7.0
2453_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2453,1,1,E,147.0,P,Teake,6.0
2454_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,157.0,644.0,False,Age_18-25,801.0,0,2454,1,1,F,510.0,P,Monroellynn,13.0
2455_01,Mars,False,TRAPPIST-1e,42.0,False,554.0,0.0,1168.0,0.0,275.0,False,Age_31-50,1997.0,0,2455,1,1,F,471.0,S,Muste,2.0
2456_01,Earth,True,PSO J318.5-22,13.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_13-17,0.0,1,2456,1,1,G,399.0,P,Jarvey,12.0
2457_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_13-17,0.0,1,2457,1,1,G,400.0,P,Raney,6.0
2458_01,Earth,False,TRAPPIST-1e,21.0,False,31.0,93.0,578.0,0.0,0.0,True,Age_18-25,702.0,0,2458,1,1,F,511.0,P,Mcphernard,11.0
2460_01,Earth,True,PSO J318.5-22,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2460,1,1,G,402.0,P,Solon,13.0
2461_01,,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_51+,0.0,1,2461,1,1,G,396.0,S,Leeves,9.0
2462_01,Earth,True,PSO J318.5-22,15.0,,0.0,0.0,0.0,0.0,0.0,False,Age_13-17,0.0,1,2462,1,1,G,397.0,S,Flowensley,10.0
2463_01,Earth,False,TRAPPIST-1e,48.0,False,58.0,0.0,12.0,,0.0,False,Age_31-50,70.0,0,2463,1,1,E,171.0,S,Johnshines,6.0
2466_01,Earth,False,TRAPPIST-1e,42.0,False,,1.0,61.0,897.0,0.0,False,Age_31-50,959.0,0,2466,1,1,F,472.0,S,Harmond,6.0
2467_01,Mars,False,TRAPPIST-1e,42.0,False,999.0,0.0,49.0,0.0,11.0,False,Age_31-50,1059.0,0,2467,1,1,D,83.0,S,Datty,4.0
2470_01,Earth,False,TRAPPIST-1e,23.0,False,139.0,0.0,0.0,567.0,0.0,False,Age_18-25,706.0,0,2470,2,0,G,398.0,S,Bookst,2.0
2470_02,Earth,False,TRAPPIST-1e,26.0,False,0.0,,0.0,543.0,,False,Age_26-30,543.0,0,2470,2,0,G,398.0,S,Bookst,2.0
2471_01,Earth,False,TRAPPIST-1e,45.0,False,0.0,0.0,450.0,94.0,364.0,False,Age_31-50,908.0,0,2471,1,1,G,403.0,P,Johnsby,8.0
2472_01,Earth,False,TRAPPIST-1e,30.0,False,756.0,4.0,30.0,0.0,0.0,False,Age_26-30,790.0,0,2472,1,1,E,173.0,S,Patrichane,7.0
2474_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,,0.0,0.0,True,Age_31-50,0.0,1,2474,1,1,F,475.0,S,Che,6.0
2475_01,Europa,False,TRAPPIST-1e,,False,0.0,27.0,0.0,3573.0,3643.0,False,,7243.0,0,2475,1,1,C,85.0,P,Folhal,8.0
2476_01,Earth,False,TRAPPIST-1e,35.0,,0.0,0.0,1.0,0.0,1264.0,False,Age_31-50,1265.0,0,2476,1,1,F,512.0,P,Arner,6.0
2477_01,Europa,True,TRAPPIST-1e,21.0,False,0.0,,0.0,0.0,0.0,True,Age_18-25,0.0,1,2477,2,0,C,86.0,P,Suptibler,6.0
2477_02,Europa,True,55 Cancri e,50.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2477,2,0,C,86.0,P,Suptibler,6.0
2478_01,Earth,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_51+,0.0,1,2478,1,1,G,404.0,P,Bardina,5.0
2479_01,Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_18-25,0.0,1,2479,1,1,,,,Gordanieves,11.0
2480_01,Earth,False,55 Cancri e,41.0,False,682.0,0.0,0.0,0.0,17.0,False,Age_31-50,699.0,0,2480,1,1,F,476.0,S,Llovers,5.0
2483_01,Earth,False,55 Cancri e,35.0,False,2594.0,195.0,0.0,0.0,0.0,False,Age_31-50,2789.0,0,2483,1,1,F,477.0,S,Crayeson,11.0
2486_01,Earth,False,TRAPPIST-1e,26.0,False,552.0,192.0,30.0,0.0,1.0,False,Age_26-30,775.0,0,2486,2,0,F,513.0,P,Lopelases,10.0
2486_02,Earth,False,TRAPPIST-1e,17.0,False,584.0,738.0,54.0,0.0,621.0,False,Age_13-17,1997.0,0,2486,2,0,F,513.0,P,Lopelases,10.0
2488_01,Mars,False,TRAPPIST-1e,69.0,False,4483.0,0.0,525.0,0.0,500.0,False,Age_51+,5508.0,0,2488,1,1,D,85.0,S,Wate,9.0
2489_01,Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2489,1,1,B,72.0,P,Purellliss,4.0
2491_01,Earth,False,PSO J318.5-22,25.0,False,2.0,2762.0,552.0,0.0,1391.0,False,Age_18-25,4707.0,0,2491,1,1,G,401.0,S,Haydenzier,16.0
2492_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2492,1,1,F,480.0,S,Burry,2.0
2496_01,Earth,False,TRAPPIST-1e,25.0,False,64.0,0.0,0.0,660.0,0.0,False,Age_18-25,724.0,0,2496,1,1,F,481.0,S,Goody,2.0
2497_01,Earth,False,55 Cancri e,36.0,False,0.0,0.0,0.0,33.0,619.0,False,Age_31-50,652.0,0,2497,1,1,,,,Foledges,12.0
2498_01,Earth,False,TRAPPIST-1e,14.0,False,148.0,0.0,34.0,808.0,0.0,False,Age_13-17,990.0,0,2498,1,1,E,176.0,S,Kellson,8.0
2499_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2499,1,1,C,89.0,S,Valindle,3.0
2500_01,Earth,False,TRAPPIST-1e,22.0,False,272.0,44.0,0.0,1064.0,418.0,False,Age_18-25,1798.0,0,2500,1,1,G,403.0,S,Hoppernardy,9.0
2502_01,Earth,False,TRAPPIST-1e,24.0,False,873.0,12.0,1.0,0.0,3.0,False,Age_18-25,889.0,0,2502,1,1,G,404.0,S,Beckerson,7.0
2503_01,Mars,False,TRAPPIST-1e,,False,311.0,0.0,745.0,232.0,0.0,False,,1288.0,0,2503,2,0,F,516.0,P,Shrie,5.0
2503_02,Mars,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2503,2,0,F,516.0,P,Shrie,5.0
2505_01,,False,TRAPPIST-1e,19.0,False,0.0,13.0,291.0,481.0,2.0,False,Age_18-25,787.0,0,2505,2,0,E,149.0,P,Mckinn,8.0
2505_02,Earth,False,TRAPPIST-1e,19.0,False,0.0,5.0,4.0,541.0,238.0,False,Age_18-25,788.0,0,2505,2,0,E,149.0,P,Mckinn,8.0
2506_01,,False,55 Cancri e,38.0,False,0.0,2506.0,46.0,11001.0,5.0,False,Age_31-50,13558.0,0,2506,3,0,A,19.0,P,Apenelexy,4.0
2506_02,Europa,True,55 Cancri e,39.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2506,3,0,A,19.0,P,Apenelexy,4.0
2506_03,Europa,False,55 Cancri e,23.0,False,36.0,2467.0,0.0,381.0,803.0,False,Age_18-25,3687.0,0,2506,3,0,A,19.0,P,Apenelexy,4.0
2508_01,Europa,True,55 Cancri e,57.0,False,0.0,,0.0,0.0,0.0,True,Age_51+,0.0,1,2508,2,0,D,86.0,S,Switud,3.0
2508_02,Europa,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2508,2,0,D,86.0,S,Switud,3.0
2509_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,9.0,1145.0,0.0,0.0,False,Age_31-50,1154.0,0,2509,1,1,F,483.0,S,Georgasey,16.0
2510_01,Mars,False,TRAPPIST-1e,28.0,False,34.0,0.0,1342.0,91.0,0.0,True,Age_26-30,1467.0,0,2510,1,1,F,517.0,P,Cusa,5.0
2512_01,Europa,False,55 Cancri e,33.0,False,0.0,8759.0,0.0,2788.0,4513.0,False,Age_31-50,16060.0,0,2512,2,0,C,91.0,S,Parymider,4.0
2512_02,Europa,True,55 Cancri e,37.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2512,2,0,C,91.0,S,Parymider,4.0
2513_01,Earth,False,TRAPPIST-1e,28.0,False,0.0,55.0,0.0,656.0,0.0,False,Age_26-30,711.0,0,2513,1,1,,,,Mathison,5.0
2515_01,Europa,False,55 Cancri e,28.0,True,2.0,2144.0,0.0,435.0,5872.0,False,Age_26-30,8453.0,0,2515,2,0,B,96.0,S,Forous,4.0
2515_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2515,2,0,B,96.0,S,Forous,4.0
2516_01,Earth,False,55 Cancri e,29.0,False,75.0,17.0,0.0,211.0,506.0,False,Age_26-30,809.0,0,2516,1,1,G,406.0,P,Romason,5.0
2518_01,Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2518,2,0,C,87.0,P,Fouseding,2.0
2518_02,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2518,2,0,C,87.0,P,Fouseding,2.0
2519_01,Earth,False,TRAPPIST-1e,24.0,False,172.0,775.0,344.0,0.0,0.0,True,Age_18-25,1291.0,0,2519,1,1,F,485.0,S,Whitez,8.0
2520_01,Europa,False,TRAPPIST-1e,59.0,False,0.0,5407.0,0.0,285.0,1135.0,False,Age_51+,6827.0,0,2520,1,1,C,88.0,P,Crantiale,3.0
2521_01,Mars,True,TRAPPIST-1e,43.0,,0.0,0.0,0.0,0.0,0.0,False,Age_31-50,0.0,1,2521,1,1,E,151.0,P,Cry,4.0
2522_01,Mars,True,TRAPPIST-1e,20.0,,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2522,1,1,F,520.0,P,Crité,12.0
2523_01,Europa,True,55 Cancri e,23.0,False,0.0,0.0,,0.0,0.0,True,Age_18-25,0.0,1,2523,1,1,B,73.0,P,Oilpfulle,2.0
2524_01,Europa,True,55 Cancri e,27.0,False,0.0,0.0,0.0,,0.0,True,Age_26-30,0.0,1,2524,1,1,D,74.0,P,Witeronfus,6.0
2526_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2526,1,1,B,74.0,P,Fatted,4.0
2527_01,Earth,True,PSO J318.5-22,38.0,,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2527,1,1,G,405.0,S,Brownings,7.0
2528_01,Mars,False,TRAPPIST-1e,48.0,False,639.0,412.0,110.0,0.0,0.0,True,Age_31-50,1161.0,0,2528,1,1,F,487.0,S,Bau,8.0
2530_01,Mars,False,TRAPPIST-1e,25.0,False,1734.0,1.0,189.0,1.0,0.0,False,Age_18-25,1925.0,0,2530,1,1,F,488.0,S,Start,7.0
2531_01,Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2531,1,1,G,407.0,P,Danielps,3.0
2532_01,Mars,False,TRAPPIST-1e,24.0,False,737.0,37.0,1682.0,0.0,0.0,False,Age_18-25,2456.0,0,2532,2,0,F,489.0,S,Traie,7.0
2532_02,Mars,True,TRAPPIST-1e,69.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_51+,0.0,1,2532,2,0,F,489.0,S,Traie,7.0
2534_01,Europa,False,55 Cancri e,20.0,False,0.0,646.0,0.0,,1425.0,False,Age_18-25,2071.0,0,2534,2,0,B,75.0,P,Sorbitter,6.0
2534_02,Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2534,2,0,B,75.0,P,Sorbitter,6.0
2535_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_26-30,0.0,1,2535,1,1,G,409.0,P,Bakerson,10.0
2537_01,Earth,False,PSO J318.5-22,23.0,False,0.0,9.0,292.0,35.0,349.0,True,Age_18-25,685.0,0,2537,1,1,E,152.0,P,Meltoney,4.0
2540_01,Mars,False,TRAPPIST-1e,24.0,False,345.0,0.0,451.0,0.0,582.0,False,Age_18-25,1378.0,0,2540,1,1,E,177.0,S,Chort,4.0
2541_01,Europa,False,,44.0,False,0.0,1482.0,127.0,1555.0,1257.0,False,Age_31-50,4421.0,0,2541,1,1,B,77.0,P,Frintful,4.0
2542_01,Mars,False,TRAPPIST-1e,29.0,False,834.0,0.0,28.0,117.0,41.0,False,Age_26-30,1020.0,0,2542,1,1,E,153.0,P,Dutte,6.0
2544_01,Europa,False,55 Cancri e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2544,2,0,B,97.0,S,Sernator,2.0
2544_02,Europa,False,TRAPPIST-1e,42.0,False,41.0,1912.0,0.0,1899.0,43.0,False,Age_31-50,3895.0,0,2544,2,0,B,97.0,S,Sernator,2.0
2545_01,Earth,True,55 Cancri e,78.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_51+,0.0,1,2545,1,1,G,410.0,P,Hoppernardy,9.0
2546_01,Earth,False,TRAPPIST-1e,36.0,False,548.0,179.0,24.0,0.0,77.0,False,Age_31-50,828.0,0,2546,1,1,F,491.0,S,Shawatson,2.0
2547_01,Europa,False,55 Cancri e,37.0,False,0.0,100.0,0.0,1402.0,1462.0,False,Age_31-50,2964.0,0,2547,2,0,,,,Sometery,5.0
2547_02,Europa,False,55 Cancri e,41.0,False,0.0,12809.0,2.0,2835.0,1514.0,True,Age_31-50,17160.0,0,2547,2,0,A,20.0,P,Sometery,5.0
2548_01,Earth,False,TRAPPIST-1e,18.0,False,852.0,48.0,0.0,7.0,0.0,False,Age_18-25,907.0,0,2548,1,1,G,407.0,S,Vincenton,15.0
2549_01,Mars,False,TRAPPIST-1e,62.0,False,1663.0,0.0,23.0,2.0,12.0,False,Age_51+,1700.0,0,2549,3,0,F,522.0,P,Prin,8.0
2549_02,Mars,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2549,3,0,F,522.0,P,Prin,8.0
2549_03,Mars,False,TRAPPIST-1e,55.0,False,1281.0,0.0,7.0,1.0,0.0,False,Age_51+,1289.0,0,2549,3,0,F,522.0,P,Prin,8.0
2550_01,Earth,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_13-17,0.0,1,2550,1,1,G,411.0,P,Larlowelley,4.0
2551_01,Earth,False,TRAPPIST-1e,32.0,False,238.0,156.0,3.0,2.0,324.0,False,Age_31-50,723.0,0,2551,1,1,F,523.0,P,Gamberson,7.0
2552_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,1124.0,4.0,0.0,0.0,True,Age_18-25,1128.0,0,2552,3,0,F,492.0,S,Vincenton,15.0
2552_02,Earth,False,55 Cancri e,7.0,False,0.0,0.0,0.0,0.0,,True,Age_0-12,0.0,1,2552,3,0,G,408.0,S,Vincenton,15.0
2552_03,Earth,False,55 Cancri e,4.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2552,3,0,G,408.0,S,Vincenton,15.0
2553_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2553,1,1,D,87.0,S,Obnoftle,7.0
2555_01,Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2555,2,0,B,78.0,P,Glisormal,2.0
2555_02,Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2555,2,0,B,78.0,P,Glisormal,2.0
2557_01,Europa,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2557,1,1,C,92.0,S,Flesping,2.0
2558_01,Mars,False,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2558,4,0,F,525.0,P,Katte,7.0
2558_02,Mars,,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_31-50,0.0,1,2558,4,0,F,525.0,P,Katte,7.0
2558_03,Mars,False,TRAPPIST-1e,55.0,False,403.0,0.0,922.0,0.0,0.0,True,Age_51+,1325.0,0,2558,4,0,F,525.0,P,Katte,7.0
2558_04,Mars,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2558,4,0,F,525.0,P,Katte,7.0
2559_01,Europa,False,TRAPPIST-1e,51.0,False,0.0,1949.0,0.0,2549.0,39.0,False,Age_51+,4537.0,0,2559,1,1,,,,Clarty,2.0
2560_01,Earth,True,PSO J318.5-22,0.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_0-12,0.0,1,2560,3,0,G,412.0,P,Loway,13.0
2560_02,Earth,False,TRAPPIST-1e,21.0,False,882.0,0.0,0.0,,0.0,False,Age_18-25,882.0,0,2560,3,0,G,412.0,P,Loway,13.0
2560_03,Earth,False,TRAPPIST-1e,2.0,False,0.0,0.0,0.0,0.0,0.0,False,Age_0-12,0.0,1,2560,3,0,G,412.0,P,Loway,13.0
2561_01,Earth,False,TRAPPIST-1e,19.0,False,194.0,44.0,0.0,549.0,1.0,False,Age_18-25,788.0,0,2561,1,1,E,178.0,S,Casonston,18.0
2562_01,Mars,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2562,2,0,F,526.0,P,Brele,7.0
2562_02,Mars,False,TRAPPIST-1e,20.0,False,2502.0,0.0,96.0,0.0,0.0,False,Age_18-25,2598.0,0,2562,2,0,F,526.0,P,Brele,7.0
2564_01,Europa,False,TRAPPIST-1e,42.0,False,2.0,3024.0,0.0,89.0,10.0,True,Age_31-50,3125.0,0,2564,1,1,E,179.0,S,Unrent,4.0
2565_01,Mars,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_13-17,0.0,1,2565,2,0,F,527.0,P,Lepie,2.0
2565_02,Mars,False,TRAPPIST-1e,32.0,False,598.0,0.0,138.0,0.0,624.0,False,Age_31-50,1360.0,0,2565,2,0,E,155.0,P,Lepie,2.0
2571_01,Earth,False,TRAPPIST-1e,28.0,False,145.0,8.0,557.0,0.0,74.0,True,Age_26-30,784.0,0,2571,1,1,G,414.0,P,Lamberguson,4.0
2572_01,Europa,True,55 Cancri e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_18-25,0.0,1,2572,2,0,C,93.0,S,Suptibler,6.0
2572_02,Europa,True,55 Cancri e,56.0,True,0.0,0.0,0.0,0.0,0.0,True,Age_51+,0.0,1,2572,2,0,C,93.0,S,Suptibler,6.0
2573_01,Europa,True,55 Cancri e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,Age_26-30,0.0,1,2573,1,1,C,90.0,P,Supriouse,2.0
2574_01,Earth,False,TRAPPIST-1e,42.0,False,10.0,303.0,12.0,0.0,478.0,False,Age_31-50,803.0,0,2574,1,1,F,496.0,S,Sweeton,4.0
2578_01,Earth,False,TRAPPIST-1e,18.0,False,1153.0,0.0,0.0,1409.0,195.0,False,Age_18-25,2757.0,0,2578,1,1,F,498.0,S,Nasquez,8.0
2580_01,Earth,False,TRAPPIST-1e,24.0,False,19.0,676.0,0.0,26.0,0.0,False,Age_18-25,721.0,0,2580,1,1,G,412.0,S,Pentss,9.0
2581_01,Earth,False,TRAPPIST-1e,20.0,False,496.0,20.0,16.0,0.0,254.0,False,Age_18-25,786.0,0,2581,2,0,E,156.0,P,Conney,7.0
2581_02,Earth,False,TRAPPIST-1e,22.0,False,26.0,0.0,0.0,0.0,733.0,False,Age_18-25,759.0,0,2581,2,0,F,531.0,P,Conney,7.0
2582_01,Earth,False,TRAPPIST-1e,22.0,False,98.0,0.0,46.0,641.0,0.0,False,Age_18-25,785.0,0,2582,1,1,G,415.0,P,Chardsons,5.0
